Kode DC,Tgl PP,Cabang,No PP,Bulan,Desc,Qty,Status,Suppl,Cek
G245,2026-07-03,Dc Pontianak,03G245/1030659/07/2026,July,RODA DOLLY IDM -,350.0,SP Final,"RODA HAMMERINDO JAYA, PT",1030659
G290,2026-07-03,Dc SMD New,03G290/1030661/07/2026,July,RODA NON BRAKE ( DEPAN ) -,300.0,DPH Final,"RODA HAMMERINDO JAYA, PT",1030661
G290,2026-07-03,Dc SMD New,03G290/1030661/07/2026,July,RODA BRAKE ( BELAKANG ) -,300.0,Progres Apprv,,1030661
G290,2026-07-03,Dc SMD New,03G290/1030666/07/2026,July,TUTUP CONTAINER DC -,400.0,Progres Apprv,,1030666
G290,2026-07-03,Dc SMD New,03G290/1030666/07/2026,July,STICK PIN ENGSEL TUTUP KONTAINER DC @40 PCS,25.0,Progres Apprv,,1030666
G290,2026-07-03,Dc SMD New,03G290/1030666/07/2026,July,PLASTIC HINGE BRONJONG (@50 PCS),10.0,Progres Apprv,,1030666
G290,2026-07-03,Dc SMD New,03G290/1030668/07/2026,July,RODA DOLLY IDM -,600.0,DPH Final,"RODA HAMMERINDO JAYA, PT",1030668
G025,2026-07-03,Dc Malang,03G025/1030672/07/2026,July,RODA DOLLY IDM -,200.0,SP Final,"RODA HAMMERINDO JAYA, PT",1030672
G025,2026-07-03,Dc Malang,03G025/1030672/07/2026,July,RODA NON BRAKE ( DEPAN ) -,150.0,SP Final,"RODA HAMMERINDO JAYA, PT",1030672
G025,2026-07-03,Dc Malang,03G025/1030672/07/2026,July,RODA BRAKE ( BELAKANG ) -,150.0,SP Final,"RODA HAMMERINDO JAYA, PT",1030672
G026,2026-07-10,Dc Tangerang,03G026/1034316/07/2026,July,RODA NON BRAKE ( DEPAN ) -,50.0,Progres Apprv,,1034316
G026,2026-07-10,Dc Tangerang,03G026/1034316/07/2026,July,RODA BRAKE ( BELAKANG ) -,75.0,Progres Apprv,,1034316
G026,2026-07-10,Dc Tangerang,03G026/1034316/07/2026,July,RODA DOLLY IDM -,50.0,Progres Apprv,,1034316
G033,2026-07-10,Dc Tangerang 2,03G033/1034321/07/2026,July,RODA NON BRAKE ( DEPAN ) -,100.0,DPH Final,"RODA HAMMERINDO JAYA, PT",1034321
G033,2026-07-10,Dc Tangerang 2,03G033/1034321/07/2026,July,RODA BRAKE ( BELAKANG ) -,100.0,DPH Final,"RODA HAMMERINDO JAYA, PT",1034321
G027,2026-07-10,Dc Bandung,03G027/1034327/07/2026,July,RODA NON BRAKE ( DEPAN ) -,75.0,Progres Apprv,,1034327
G027,2026-07-10,Dc Bandung,03G027/1034327/07/2026,July,RODA BRAKE ( BELAKANG ) -,75.0,Progres Apprv,,1034327
G801,2026-07-10,Dc Semarang,03G801/1034332/07/2026,July,RODA NON BRAKE ( DEPAN ) -,150.0,Progres Apprv,,1034332
G801,2026-07-10,Dc Semarang,03G801/1034332/07/2026,July,RODA BRAKE ( BELAKANG ) -,110.0,Progres Apprv,,1034332
G305,2026-07-10,Dc Gresik,03G305/1034361/07/2026,July,TUTUP CONTAINER DC -,500.0,Progres Apprv,,1034361
G237,2026-07-10,Dc Kupang,03G237/1034370/07/2026,July,RODA NON BRAKE ( DEPAN ) -,100.0,DPH Final,"RODA KAWAN SEJAHTERA, PT",1034370
G237,2026-07-10,Dc Kupang,03G237/1034370/07/2026,July,RODA BRAKE ( BELAKANG ) -,100.0,DPH Final,"RODA KAWAN SEJAHTERA, PT",1034370
G025,2026-07-10,Dc Malang,03G025/1034374/07/2026,July,PART BRONJONG NEW DESIGN FRONT NET,33.0,Progres Apprv,,1034374
G025,2026-07-10,Dc Malang,03G025/1034374/07/2026,July,PART BRONJONG NEW DESIGN SIDE R,31.0,Progres Apprv,,1034374
G025,2026-07-10,Dc Malang,03G025/1034374/07/2026,July,PART BRONJONG NEW DESIGN SIDE L,31.0,Progres Apprv,,1034374
G025,2026-07-10,Dc Malang,03G025/1034374/07/2026,July,PART BRONJONG NEW DESIGN REAR NET,32.0,Progres Apprv,,1034374
G025,2026-07-10,Dc Malang,03G025/1034374/07/2026,July,PART BRONJONG NEW DESIGN BASE NETT,30.0,Progres Apprv,,1034374
G105,2026-07-10,Dc Bekasi,03G105/1034381/07/2026,July,RODA DOLLY IDM -,300.0,BTB,"RODA HAMMERINDO JAYA, PT",1034381
G137,2026-07-10,Dc Jakarta 2,03G137/1035589/07/2026,July,RODA DOLLY IDM -,150.0,SP Final,"RODA HAMMERINDO JAYA, PT",1035589
G137,2026-07-10,Dc Jakarta 2,03G137/1035593/07/2026,July,RODA NON BRAKE ( DEPAN ) -,100.0,BTB,"RODA KAWAN SEJAHTERA, PT",1035593
G137,2026-07-10,Dc Jakarta 2,03G137/1035601/07/2026,July,RODA BRAKE ( BELAKANG ) -,100.0,SP Final,"RODA HAMMERINDO JAYA, PT",1035601
G244,2026-07-10,Dc Manado,03G244/1036068/07/2026,July,RODA DOLLY IDM -,500.0,Progres Apprv,,1036068
G156,2026-07-10,Dc Klaten,03G156/1036074/07/2026,July,RODA NON BRAKE ( DEPAN ) -,140.0,SP Final,"RODA HAMMERINDO JAYA, PT",1036074
G156,2026-07-10,Dc Klaten,03G156/1036074/07/2026,July,RODA BRAKE ( BELAKANG ) -,150.0,SP Final,"RODA HAMMERINDO JAYA, PT",1036074
G156,2026-07-10,Dc Klaten,03G156/1036074/07/2026,July,RODA DOLLY IDM -,100.0,SP Final,"RODA HAMMERINDO JAYA, PT",1036074
G261,2026-07-10,Dc Jombang 2,03G261/1036079/07/2026,July,RODA BRAKE ( BELAKANG ) -,300.0,DPH Final,"RODA KAWAN SEJAHTERA, PT",1036079
G261,2026-07-10,Dc Jombang 2,03G261/1036082/07/2026,July,RODA NON BRAKE ( DEPAN ) -,180.0,SP Final,"RODA KAWAN SEJAHTERA, PT",1036082
G117,2026-07-15,Dc Bogor 2,03G117/1036829/07/2026,July,RODA DOLLY IDM -,170.0,SP Final,"RODA HAMMERINDO JAYA, PT",1036829
G117,2026-07-15,Dc Bogor 2,03G117/1036831/07/2026,July,RODA NON BRAKE ( DEPAN ) -,200.0,DPH Final,"RODA HAMMERINDO JAYA, PT",1036831
G117,2026-07-15,Dc Bogor 2,03G117/1036831/07/2026,July,RODA BRAKE ( BELAKANG ) -,200.0,DPH Final,"RODA HAMMERINDO JAYA, PT",1036831
G117,2026-07-15,Dc Bogor 2,03G117/1036835/07/2026,July,TUTUP CONTAINER DC -,350.0,SP Final,INDRAGRAHA,1036835
G148,2026-07-15,Dc Jombang,03G148/1036838/07/2026,July,RODA DOLLY IDM -,190.0,DPH Final,"RODA HAMMERINDO JAYA, PT",1036838
G148,2026-07-15,Dc Jombang,03G148/1036838/07/2026,July,TUTUP CONTAINER DC -,200.0,DPH Final,,1036838
G025,2026-07-15,Dc Malang,03G025/1036842/07/2026,July,RODA DOLLY IDM -,200.0,DPH Final,"RODA HAMMERINDO JAYA, PT",1036842
G025,2026-07-15,Dc Malang,03G025/1036842/07/2026,July,RODA NON BRAKE ( DEPAN ) -,200.0,DPH Final,"RODA HAMMERINDO JAYA, PT",1036842
G025,2026-07-15,Dc Malang,03G025/1036842/07/2026,July,RODA BRAKE ( BELAKANG ) -,200.0,DPH Final,"RODA HAMMERINDO JAYA, PT",1036842
G025,2026-07-15,Dc Malang,03G025/1036842/07/2026,July,PLASTIC HINGE BRONJONG (@50 PCS),2.0,DPH Final,"ARYANA CATUR MANDIRI, PT",1036842
G165,2026-07-16,Dc Bengkulu,03G165/1037671/07/2026,July,RODA DOLLY IDM -,300.0,New PP,,1037671
G113,2026-07-16,Dc Bogor,03G113/1037677/07/2026,July,PLASTIC HINGE BRONJONG (@50 PCS),2.0,New PP,,1037677
G113,2026-07-16,Dc Bogor,03G113/1037679/07/2026,July,RODA BRAKE ( BELAKANG ) -,150.0,New PP,,1037679
G113,2026-07-16,Dc Bogor,03G113/1037681/07/2026,July,RODA NON BRAKE ( DEPAN ) -,150.0,New PP,,1037681
G113,2026-07-16,Dc Bogor,03G113/1037690/07/2026,July,RODA DOLLY IDM -,200.0,New PP,,1037690
G148,2026-07-16,Dc Jombang,03G148/1037707/07/2026,July,RODA DOLLY IDM -,190.0,DPH Final,"RODA HAMMERINDO JAYA, PT",1037707
G148,2026-07-16,Dc Jombang,03G148/1037707/07/2026,July,TUTUP CONTAINER DC -,200.0,DPH Final,INDRAGRAHA,1037707
G028,2026-07-17,Dc Cirebon,03G028/1038893/07/2026,July,RODA NON BRAKE ( DEPAN ) -,100.0,Progres Apprv,,1038893
G028,2026-07-17,Dc Cirebon,03G028/1038893/07/2026,July,RODA BRAKE ( BELAKANG ) -,100.0,Progres Apprv,,1038893
G034,2026-07-17,Dc Bali,03G034/1038897/07/2026,July,RODA DOLLY IDM -,200.0,BTB,"RODA HAMMERINDO JAYA, PT",1038897
G034,2026-07-17,Dc Bali,03G034/1038897/07/2026,July,PLASTIC HINGE BRONJONG (@50 PCS),4.0,SP Final,,1038897
G034,2026-07-17,Dc Bali,03G034/1038897/07/2026,July,RODA NON BRAKE ( DEPAN ) -,300.0,BTB,"RODA HAMMERINDO JAYA, PT",1038897
G034,2026-07-17,Dc Bali,03G034/1038897/07/2026,July,RODA BRAKE ( BELAKANG ) -,300.0,BTB,"RODA HAMMERINDO JAYA, PT",1038897
G146,2026-07-17,Dc Lombok,03G146/1038901/07/2026,July,RODA DOLLY IDM -,200.0,Progres Apprv,,1038901
G080,2026-07-17,Dc Purwakarta,03G080/1038903/07/2026,July,RODA DOLLY IDM -,500.0,DPH Final,"RODA HAMMERINDO JAYA, PT",1038903
G080,2026-07-17,Dc Purwakarta,03G080/1038903/07/2026,July,RODA NON BRAKE ( DEPAN ) -,200.0,DPH Final,"RODA HAMMERINDO JAYA, PT",1038903
G080,2026-07-17,Dc Purwakarta,03G080/1038903/07/2026,July,RODA BRAKE ( BELAKANG ) -,200.0,DPH Final,"RODA HAMMERINDO JAYA, PT",1038903
G001,2026-07-20,Dc Jakarta,03G001/1039338/07/2026,July,RODA BRAKE ( BELAKANG ) -,248.0,DPH Final,"RODA KAWAN SEJAHTERA, PT",1039338
G001,2026-07-20,Dc Jakarta,03G001/1039339/07/2026,July,RODA NON BRAKE ( DEPAN ) -,230.0,Progres Apprv,,1039339
G107,2026-07-20,Dc Parung,03G107/1039340/07/2026,July,PLASTIC HINGE BRONJONG (@50 PCS),6.0,Progres Apprv,,1039340
G177,2026-07-20,Dc Palopo,03G177/1039343/07/2026,July,RODA DOLLY IDM -,200.0,Progres Apprv,,1039343
G177,2026-07-20,Dc Palopo,03G177/1039343/07/2026,July,RODA NON BRAKE ( DEPAN ) -,50.0,Progres Apprv,,1039343
G177,2026-07-20,Dc Palopo,03G177/1039343/07/2026,July,RODA BRAKE ( BELAKANG ) -,50.0,Progres Apprv,,1039343
G177,2026-07-20,Dc Palopo,03G177/1039344/07/2026,July,TUTUP CONTAINER DC -,200.0,Progres Apprv,,1039344
G157,2026-07-21,Dc Lebak,03G157/1039970/07/2026,July,RODA NON BRAKE ( DEPAN ) -,100.0,Progres Apprv,,1039970
G157,2026-07-21,Dc Lebak,03G157/1039972/07/2026,July,RODA BRAKE ( BELAKANG ) -,100.0,Progres Apprv,,1039972
G157,2026-07-21,Dc Lebak,03G157/1039973/07/2026,July,RODA DOLLY IDM -,300.0,Progres Apprv,,1039973
G020,2026-07-21,Dc Yogyakarta,03G020/1039978/07/2026,July,RODA NON BRAKE ( DEPAN ) -,83.0,Progres Apprv,,1039978
G020,2026-07-21,Dc Yogyakarta,03G020/1039978/07/2026,July,RODA BRAKE ( BELAKANG ) -,76.0,Progres Apprv,,1039978
G020,2026-07-21,Dc Yogyakarta,03G020/1039978/07/2026,July,PLASTIC HINGE BRONJONG (@50 PCS),1.0,Progres Apprv,,1039978
G020,2026-07-21,Dc Yogyakarta,03G020/1039978/07/2026,July,RODA DOLLY IDM -,82.0,Progres Apprv,,1039978
G020,2026-07-21,Dc Yogyakarta,03G020/1039978/07/2026,July,PART BRONJONG NEW DESIGN BASE NETT,4.0,SP Final,"DWI SAHABAT SEJATI INDONESIA, PT",1039978
G009,2026-07-29,Dc Medan,03G009/1044347/07/2026,July,RODA BRAKE ( BELAKANG ) -,200.0,SP Final,"RODA HAMMERINDO JAYA, PT",1044347
G009,2026-07-29,Dc Medan,03G009/1044347/07/2026,July,RODA NON BRAKE ( DEPAN ) -,300.0,SP Final,"RODA HAMMERINDO JAYA, PT",1044347
G257,2026-07-29,Dc Stabat,03G257/1044353/07/2026,July,TUTUP CONTAINER DC -,1000.0,Progres Apprv,,1044353
G026,2026-07-29,Dc Tangerang,03G026/1044699/07/2026,July,PART BRONJONG NEW DESIGN BASE NETT,6.0,Progres Apprv,,1044699
G026,2026-07-29,Dc Tangerang,03G026/1044699/07/2026,July,PART BRONJONG NEW DESIGN BOTTOM FRAME,6.0,Progres Apprv,,1044699
G026,2026-07-29,Dc Tangerang,03G026/1044699/07/2026,July,PART BRONJONG NEW DESIGN FRONT NET,6.0,Progres Apprv,,1044699
G026,2026-07-29,Dc Tangerang,03G026/1044699/07/2026,July,PART BRONJONG NEW DESIGN REAR NET,6.0,Progres Apprv,,1044699
G026,2026-07-29,Dc Tangerang,03G026/1044699/07/2026,July,PART BRONJONG NEW DESIGN SIDE R,6.0,Progres Apprv,,1044699
G026,2026-07-29,Dc Tangerang,03G026/1044699/07/2026,July,PART BRONJONG NEW DESIGN SIDE L,6.0,Progres Apprv,,1044699
G026,2026-07-29,Dc Tangerang,03G026/1044707/07/2026,July,STICK PIN ENGSEL TUTUP KONTAINER DC @40 PCS,50.0,Progres Apprv,,1044707
G026,2026-07-29,Dc Tangerang,03G026/1044707/07/2026,July,BRACKET ONLY RHJ-TW 5 SWIVEL + BRAKE RODA BRONJONG,50.0,Progres Apprv,,1044707
G026,2026-07-29,Dc Tangerang,03G026/1044707/07/2026,July,BRACKET ONLY RHJ-TW 5 SWIVEL NON BRAKE RODA BRONJONG,50.0,Progres Apprv,,1044707
G305,2026-07-29,Dc Gresik,03G305/1044711/07/2026,July,RODA DOLLY IDM -,400.0,SP Final,"RODA HAMMERINDO JAYA, PT",1044711
G105,2026-07-29,Dc Bekasi,03G105/1044714/07/2026,July,RODA DOLLY IDM -,250.0,Progres Apprv,,1044714
G105,2026-07-29,Dc Bekasi,03G105/1044714/07/2026,July,RODA NON BRAKE ( DEPAN ) -,200.0,Progres Apprv,,1044714
G105,2026-07-29,Dc Bekasi,03G105/1044714/07/2026,July,RODA BRAKE ( BELAKANG ) -,200.0,Progres Apprv,,1044714
G245,2026-07-30,Dc Pontianak,03G245/1045041/07/2026,July,RODA NON BRAKE ( DEPAN ) -,250.0,Progres Apprv,,1045041
G245,2026-07-30,Dc Pontianak,03G245/1045041/07/2026,July,RODA BRAKE ( BELAKANG ) -,250.0,Progres Apprv,,1045041
G245,2026-07-30,Dc Pontianak,03G245/1045042/07/2026,July,TUTUP CONTAINER DC -,300.0,Progres Apprv,,1045042
G026,2026-07-30,Dc Tangerang,03G026/1045045/07/2026,July,RODA BRAKE ( BELAKANG ) -,125.0,Progres Apprv,,1045045
G026,2026-07-30,Dc Tangerang,03G026/1045047/07/2026,July,TUTUP CONTAINER DC -,500.0,Progres Apprv,,1045047
G305,2026-07-30,Dc Gresik,03G305/1045049/07/2026,July,RODA NON BRAKE ( DEPAN ) -,200.0,SP Final,"RODA HAMMERINDO JAYA, PT",1045049
G305,2026-07-30,Dc Gresik,03G305/1045049/07/2026,July,RODA BRAKE ( BELAKANG ) -,200.0,SP Final,"RODA HAMMERINDO JAYA, PT",1045049
G034,2026-07-30,Dc Bali,03G034/1045051/07/2026,July,TUTUP CONTAINER DC -,500.0,Progres Apprv,,1045051
G245,2026-08-04,Dc Pontianak,03G245/1046804/08/2026,August,PART BRONJONG NEW DESIGN BASE NETT,5.0,Progres Apprv,,1046804
G245,2026-08-04,Dc Pontianak,03G245/1046804/08/2026,August,PART BRONJONG NEW DESIGN BOTTOM FRAME,15.0,Progres Apprv,,1046804
G245,2026-08-04,Dc Pontianak,03G245/1046804/08/2026,August,PART BRONJONG NEW DESIGN FRONT NET,7.0,Progres Apprv,,1046804
G245,2026-08-04,Dc Pontianak,03G245/1046804/08/2026,August,PART BRONJONG NEW DESIGN REAR NET,18.0,Progres Apprv,,1046804
G245,2026-08-04,Dc Pontianak,03G245/1046804/08/2026,August,PART BRONJONG NEW DESIGN SIDE R,7.0,Progres Apprv,,1046804
G245,2026-08-04,Dc Pontianak,03G245/1046804/08/2026,August,PART BRONJONG NEW DESIGN SIDE L,7.0,Progres Apprv,,1046804
G289,2026-08-04,Dc Bandung 2,03G289/1046808/08/2026,August,RODA DOLLY IDM -,100.0,Progres Apprv,,1046808
G289,2026-08-04,Dc Bandung 2,03G289/1046808/08/2026,August,RODA NON BRAKE ( DEPAN ) -,100.0,Progres Apprv,,1046808
G289,2026-08-04,Dc Bandung 2,03G289/1046808/08/2026,August,RODA BRAKE ( BELAKANG ) -,100.0,Progres Apprv,,1046808
G005,2026-08-04,Dc Bandar Lampung,03G005/1047163/08/2026,August,RODA NON BRAKE ( DEPAN ) -,150.0,New PP,,1047163
G005,2026-08-04,Dc Bandar Lampung,03G005/1047163/08/2026,August,RODA BRAKE ( BELAKANG ) -,150.0,New PP,,1047163
G005,2026-08-04,Dc Bandar Lampung,03G005/1047163/08/2026,August,RODA DOLLY IDM -,100.0,New PP,,1047163
G005,2026-08-04,Dc Bandar Lampung,03G005/1047163/08/2026,August,PLASTIC HINGE BRONJONG (@50 PCS),5.0,New PP,,1047163
G157,2026-08-10,Dc Lebak,03G157/1049958/08/2026,August,RODA BRAKE ( BELAKANG ) -,100.0,New PP,,1049958
G157,2026-08-10,Dc Lebak,03G157/1049961/08/2026,August,RODA NON BRAKE ( DEPAN ) -,100.0,New PP,,1049961
G158,2026-08-10,IGR Ambon,03G158/1049967/08/2026,August,RODA NON BRAKE ( DEPAN ) -,100.0,New PP,,1049967
G158,2026-08-10,IGR Ambon,03G158/1049967/08/2026,August,RODA BRAKE ( BELAKANG ) -,120.0,New PP,,1049967
G158,2026-08-10,IGR Ambon,03G158/1049967/08/2026,August,RODA DOLLY IDM -,250.0,New PP,,1049967
G156,2026-08-10,Dc Klaten,03G156/1049972/08/2026,August,PART BRONJONG NEW DESIGN SIDE R,2.0,New PP,,1049972
G156,2026-08-10,Dc Klaten,03G156/1049972/08/2026,August,PART BRONJONG NEW DESIGN SIDE L,2.0,New PP,,1049972
G156,2026-08-10,Dc Klaten,03G156/1049972/08/2026,August,PART BRONJONG NEW DESIGN BASE NETT,2.0,New PP,,1049972
G156,2026-08-10,Dc Klaten,03G156/1049972/08/2026,August,PART BRONJONG NEW DESIGN BOTTOM FRAME,2.0,New PP,,1049972
G156,2026-08-10,Dc Klaten,03G156/1049972/08/2026,August,PART BRONJONG NEW DESIGN FRONT NET,4.0,New PP,,1049972
G261,2026-08-10,Dc Jombang 2,03G261/1049980/08/2026,August,STICK PIN ENGSEL TUTUP KONTAINER DC @40 PCS,60.0,New PP,,1049980
G245,2026-08-11,Dc Pontianak,03G245/1051142/08/2026,August,PLASTIC HINGE BRONJONG (@50 PCS),5.0,,,1051142
G245,2026-08-11,Dc Pontianak,03G245/1051148/08/2026,August,RODA DOLLY IDM -,300.0,,,1051148
G245,2026-08-11,Dc Pontianak,03G245/1051154/08/2026,August,RODA BRAKE ( BELAKANG ) -,540.0,,,1051154
G245,2026-08-11,Dc Pontianak,03G245/1051154/08/2026,August,RODA NON BRAKE ( DEPAN ) -,420.0,,,1051154
G245,2026-08-11,Dc Pontianak,03G245/1051156/08/2026,August,TUTUP CONTAINER DC -,300.0,,,1051156
G158,2026-08-11,IGR Ambon,03G158/1051169/08/2026,August,TUTUP CONTAINER DC -,45.0,,,1051169
G158,2026-08-11,IGR Ambon,03G158/1051170/08/2026,August,TUTUP CONTAINER DC -,400.0,,,1051170
G158,2026-08-11,IGR Ambon,03G158/1051170/08/2026,August,STICK PIN ENGSEL TUTUP KONTAINER DC @40 PCS,40.0,,,1051170
G289,2026-08-11,Dc Bandung 2,03G289/1051175/08/2026,August,PLASTIC HINGE BRONJONG (@50 PCS),4.0,,,1051175
G289,2026-08-11,Dc Bandung 2,03G289/1051177/08/2026,August,TUTUP CONTAINER DC -,200.0,,,1051177
G105,2026-08-11,Dc Bekasi,03G105/1051187/08/2026,August,PART BRONJONG NEW DESIGN BOTTOM FRAME,10.0,,,1051187
G105,2026-08-11,Dc Bekasi,03G105/1051187/08/2026,August,PART BRONJONG NEW DESIGN SIDE R,9.0,,,1051187
G105,2026-08-11,Dc Bekasi,03G105/1051187/08/2026,August,PART BRONJONG NEW DESIGN SIDE L,9.0,,,1051187
G105,2026-08-11,Dc Bekasi,03G105/1051187/08/2026,August,PART BRONJONG NEW DESIGN BASE NETT,10.0,,,1051187
G105,2026-08-11,Dc Bekasi,03G105/1051187/08/2026,August,PLASTIC HINGE BRONJONG (@50 PCS),2.0,,,1051187
G028,2026-08-12,Dc Cirebon,03G028/1052239/08/2026,August,RODA NON BRAKE ( DEPAN ) -,100.0,,,1052239
G028,2026-08-12,Dc Cirebon,03G028/1052239/08/2026,August,RODA BRAKE ( BELAKANG ) -,100.0,,,1052239
G028,2026-08-12,Dc Cirebon,03G028/1052239/08/2026,August,TUTUP CONTAINER DC -,200.0,,,1052239
G301,2026-08-12,Dc Sidoarjo,03G301/1052243/08/2026,August,RODA DOLLY IDM -,200.0,,,1052243
G801,2026-08-12,Dc Semarang,03G801/1052285/08/2026,August,RODA NON BRAKE ( DEPAN ) -,50.0,,,1052285
G801,2026-08-12,Dc Semarang,03G801/1052285/08/2026,August,RODA BRAKE ( BELAKANG ) -,50.0,,,1052285
G801,2026-08-12,Dc Semarang,03G801/1052285/08/2026,August,RODA DOLLY IDM -,40.0,,,1052285
G801,2026-08-12,Dc Semarang,03G801/1052285/08/2026,August,PLASTIC HINGE BRONJONG (@50 PCS),2.0,,,1052285
G801,2026-08-12,Dc Semarang,03G801/1052285/08/2026,August,BRACKET ONLY RHJ-TW 5 SWIVEL + BRAKE RODA BRONJONG,50.0,,,1052285
G801,2026-08-12,Dc Semarang,03G801/1052285/08/2026,August,BRACKET ONLY RHJ-TW 5 SWIVEL NON BRAKE RODA BRONJONG,50.0,,,1052285
